Order Date,Brand,Sneaker Name,Sale Price,Retail Price,Release Date,Shoe Size,Buyer Region
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$474,$220,12/16/17,6,California
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$415,$220,12/16/17,5,Oregon
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$400,$220,12/16/17,8,California
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$362,$220,12/16/17,9,Oregon
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red,$880,$220,11/23/16,12,California
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$800,$220,2/11/17,11,Kansas
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$785,$220,2/11/17,10,New Jersey
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$715,$220,12/17/16,7.5,California
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$637,$220,12/17/16,9.5,Delaware
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$730,$220,12/17/16,9.5,Oregon
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$273,$220,4/29/17,10.5,California
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$249,$220,4/29/17,9,Florida
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$260,$220,4/29/17,10.5,Ohio
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$257,$220,4/29/17,7.5,California
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$244,$220,4/29/17,10,Minnesota
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$245,$220,4/29/17,8,North Carolina
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$245,$220,4/29/17,7.5,Oregon
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$262,$220,4/29/17,5,Oregon
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$248,$220,4/29/17,9,Utah
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$379,$220,4/29/17,14.5,California
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$273,$220,4/29/17,5.5,New York
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$268,$220,4/29/17,11.5,New York
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$210,$220,4/29/17,8,Oregon
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$230,$220,4/29/17,10,Massachusetts
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$315,$220,4/29/17,14,Texas
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$265,$220,4/29/17,6.5,New York
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$268,$220,4/29/17,4.5,California
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$250,$220,4/29/17,11.5,Illinois
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$275,$220,4/29/17,5,California
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$269,$220,4/29/17,11.5,Georgia
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$250,$220,4/29/17,11.5,California
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$273,$220,4/29/17,5.5,Connecticut
9/25/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$250,$220,4/29/17,11,New York
