Order Date,Brand,Sneaker Name,Sale Price,Retail Price,Release Date,Shoe Size,Buyer Region
1/15/19,Off-White,Nike-Air-Presto-Off-White-White-2018,$596,$160,8/3/18,10,California
1/15/19,Off-White,Nike-Air-VaporMax-Off-White-2018,$602,$250,4/14/18,13,Texas
1/15/19,Off-White,Nike-Air-VaporMax-Off-White-2018,$599,$250,4/14/18,10,Louisiana
1/15/19,Off-White,Nike-Air-VaporMax-Off-White-Black,$660,$250,3/30/18,10,Texas
1/15/19,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,$542,$130,10/3/18,4,Oregon
1/15/19,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,$584,$130,10/3/18,8.5,Florida
1/15/19,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,$599,$130,10/3/18,10,California
1/15/19,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,$580,$130,10/3/18,10,New York
1/15/19,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,$510,$130,10/3/18,9,New York
1/15/19,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,$520,$130,10/3/18,9,North Carolina
1/15/19,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,$419,$130,10/3/18,4.5,New Jersey
1/15/19,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,$800,$130,8/25/18,7,Oregon
1/15/19,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$270,$200,6/14/18,10,New Mexico
1/15/19,Off-White,Nike-Zoom-Fly-Off-White-Black-Silver,$290,$170,10/13/18,8.5,California
1/15/19,Off-White,Nike-Zoom-Fly-Off-White-Black-Silver,$340,$170,10/13/18,11.5,Illinois
1/15/19,Off-White,Nike-Zoom-Fly-Off-White-Black-Silver,$290,$170,10/13/18,7.5,Maryland
1/15/19,Off-White,Nike-Zoom-Fly-Off-White-Black-Silver,$335,$170,10/13/18,12,Texas
1/15/19,Off-White,Nike-Zoom-Fly-Off-White-Black-Silver,$279,$170,10/13/18,8.5,Illinois
1/15/19,Off-White,Nike-Zoom-Fly-Off-White-Black-Silver,$340,$170,10/13/18,11.5,Michigan
1/15/19,Off-White,Nike-Zoom-Fly-Off-White-Black-Silver,$335,$170,10/13/18,11,Florida
1/15/19,Off-White,Nike-Zoom-Fly-Off-White-Black-Silver,$345,$170,10/13/18,12,Colorado
1/15/19,Off-White,Nike-Zoom-Fly-Off-White-Pink,$247,$170,11/28/18,10.5,New Jersey
1/15/19,Off-White,Nike-Zoom-Fly-Off-White-Pink,$255,$170,11/28/18,11,Massachusetts
1/15/19,Off-White,Nike-Zoom-Fly-Off-White-Pink,$250,$170,11/28/18,12,Indiana
1/15/19,Off-White,Nike-Zoom-Fly-Off-White-Pink,$255,$170,11/28/18,11,New York
1/15/19,Off-White,Nike-Zoom-Fly-Off-White-Pink,$243,$170,11/28/18,9.5,Texas
1/15/19,Off-White,Nike-Zoom-Fly-Off-White-Pink,$244,$170,11/28/18,9.5,Texas
1/15/19,Off-White,Nike-Zoom-Fly-Off-White-Pink,$228,$170,11/28/18,10,Texas
1/15/19, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$220,$220,6/30/18,10,New Jersey
1/15/19, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$229,$220,6/30/18,8,Illinois
1/15/19, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$227,$220,6/30/18,5,New York
1/15/19, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$234,$220,6/30/18,5,Tennessee
1/15/19, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$220,$220,6/30/18,9.5,Pennsylvania
1/15/19, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$218,$220,6/30/18,9,Arizona
1/15/19, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$250,$220,6/30/18,6,New York
1/15/19, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$242,$220,6/30/18,7.5,Texas
1/15/19, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$215,$220,6/30/18,8.5,Florida
1/15/19, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$230,$220,6/30/18,10,Indiana
1/15/19, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$219,$220,6/30/18,10,Illinois
1/15/19, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$242,$220,6/30/18,10.5,Indiana
1/15/19, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$210,$220,6/30/18,9,New York
1/15/19, Yeezy,adidas-Yeezy-Boost-350-V2-Static,$250,$220,12/27/18,9,California
1/15/19, Yeezy,adidas-Yeezy-Boost-350-V2-Static,$268,$220,12/27/18,11,Idaho
