Order Date,Brand,Sneaker Name,Sale Price,Retail Price,Release Date,Shoe Size,Buyer Region
6/15/18,Off-White,Nike-Air-VaporMax-Off-White-2018,$585,$250,4/14/18,9.5,Nevada
6/15/18,Off-White,Nike-Air-VaporMax-Off-White-2018,$594,$250,4/14/18,9.5,Arizona
6/15/18,Off-White,Nike-Air-VaporMax-Off-White-2018,$599,$250,4/14/18,5,New Jersey
6/15/18,Off-White,Nike-Air-VaporMax-Off-White-Black,$650,$250,3/30/18,13,New York
6/15/18,Off-White,Nike-Air-VaporMax-Off-White-Black,$614,$250,3/30/18,10,Louisiana
6/15/18,Off-White,Nike-Air-VaporMax-Off-White-Black,$590,$250,3/30/18,10,New Jersey
6/15/18,Off-White,Nike-React-Hyperdunk-2017-Flyknit-Off-White,$580,$200,11/1/17,11,California
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$450,$200,6/14/18,6.5,New York
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$399,$200,6/14/18,8.5,California
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$415,$200,6/14/18,11,Illinois
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$350,$200,6/14/18,7,Georgia
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$440,$200,6/14/18,13,California
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$353,$200,6/14/18,6,Delaware
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$395,$200,6/14/18,10.5,Texas
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$432,$200,6/14/18,14,Florida
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$410,$200,6/14/18,9,Texas
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$390,$200,6/14/18,10.5,New Jersey
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$372,$200,6/14/18,8,New York
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$370,$200,6/14/18,10,Florida
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$345,$200,6/14/18,7,Oregon
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$435,$200,6/14/18,12,Pennsylvania
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$400,$200,6/14/18,11,Texas
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$381,$200,6/14/18,10,California
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$410,$200,6/14/18,11,Florida
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$395,$200,6/14/18,10.5,Ohio
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$402,$200,6/14/18,11.5,California
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$380,$200,6/14/18,10.5,California
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$351,$200,6/14/18,9.5,Massachusetts
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$320,$200,6/14/18,7,Oregon
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$374,$200,6/14/18,9,Virginia
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$330,$200,6/14/18,11,Ohio
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$351,$200,6/14/18,10,Oregon
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$350,$200,6/14/18,8.5,New York
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$355,$200,6/14/18,10.5,California
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$359,$200,6/14/18,10.5,Colorado
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$355,$200,6/14/18,12,Illinois
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$450,$200,6/14/18,15,Texas
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$354,$200,6/14/18,10,California
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$348,$200,6/14/18,9.5,California
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$370,$200,6/14/18,11,Tennessee
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$348,$200,6/14/18,11.5,Oklahoma
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$345,$200,6/14/18,9.5,New York
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$350,$200,6/14/18,9.5,California
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$370,$200,6/14/18,9,California
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$370,$200,6/14/18,12,Oregon
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$380,$200,6/14/18,12,Virginia
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$345,$200,6/14/18,10.5,Texas
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$360,$200,6/14/18,6.5,New Jersey
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$351,$200,6/14/18,11,Delaware
6/15/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$348,$200,6/14/18,10,New York
