Order Date,Brand,Sneaker Name,Sale Price,Retail Price,Release Date,Shoe Size,Buyer Region
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$390,$220,12/16/17,11,Florida
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$399,$220,12/16/17,13,New York
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$370,$220,12/16/17,9,New York
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$423,$220,12/16/17,5,New York
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$375,$220,12/16/17,10,Pennsylvania
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$368,$220,12/16/17,8.5,North Carolina
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$360,$220,12/16/17,8.5,Illinois
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$422,$220,12/16/17,5,Oregon
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$366,$220,12/16/17,8,Minnesota
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$422,$220,12/16/17,5,Delaware
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$363,$220,12/16/17,9,New York
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$385,$220,12/16/17,9.5,Oregon
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$436,$220,12/16/17,7,Oregon
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$376,$220,12/16/17,11,Oregon
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$464,$220,12/16/17,5.5,Oregon
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$363,$220,12/16/17,8.5,Oregon
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Blue-Tint,$419,$220,12/16/17,11.5,Illinois
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Copper,$668,$220,11/23/16,11,Virginia
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red,$882,$220,11/23/16,10.5,California
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$799,$220,2/11/17,9,California
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017,$726,$220,2/11/17,8.5,Nevada
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Core-Black-White,$730,$220,12/17/16,11,Virginia
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$455,$220,4/29/17,8.5,New York
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$440,$220,4/29/17,9.5,Colorado
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$565,$220,4/29/17,5,California
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$390,$220,4/29/17,10.5,Florida
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$400,$220,4/29/17,10.5,California
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,$679,$220,11/18/17,11,Florida
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,$570,$220,11/18/17,8.5,New York
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,$605,$220,11/18/17,10,Michigan
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,$580,$220,11/18/17,9,Massachusetts
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$566,$220,2/25/17,12,New York
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$532,$220,2/25/17,10.5,Maryland
3/7/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$550,$220,2/25/17,11,Pennsylvania
