Order Date,Brand,Sneaker Name,Sale Price,Retail Price,Release Date,Shoe Size,Buyer Region
7/26/18,Off-White,Nike-Air-Presto-Off-White-White-2018,$813,$160,8/3/18,10,New York
7/26/18,Off-White,Nike-Air-Presto-Off-White-White-2018,$800,$160,8/3/18,13,California
7/26/18,Off-White,Nike-Air-Presto-Off-White-White-2018,$775,$160,8/3/18,10,Pennsylvania
7/26/18,Off-White,Nike-Air-Presto-Off-White-White-2018,$822,$160,8/3/18,13,New York
7/26/18,Off-White,Nike-Air-Presto-Off-White-White-2018,$804,$160,8/3/18,9,Michigan
7/26/18,Off-White,Nike-Air-Presto-Off-White-White-2018,$760,$160,8/3/18,12,New York
"7/26/18,Off-White,Nike-Air-VaporMax-Off-White,""$1,100"",$250,9/9/17,11,Connecticut"
7/26/18,Off-White,Nike-Air-VaporMax-Off-White-2018,$600,$250,4/14/18,11.5,Delaware
7/26/18,Off-White,Nike-Air-VaporMax-Off-White-2018,$570,$250,4/14/18,7,New Mexico
7/26/18,Off-White,Nike-Air-VaporMax-Off-White-Black,$599,$250,3/30/18,10.5,California
7/26/18,Off-White,Nike-Blazer-Mid-Off-White,$970,$130,9/9/17,8,Oregon
7/26/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$345,$200,6/14/18,9.5,Maryland
7/26/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$354,$200,6/14/18,8.5,New Jersey
7/26/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$273,$200,6/14/18,11,New York
7/26/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$300,$200,6/14/18,13,New York
7/26/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$268,$200,6/14/18,10.5,California
7/26/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$280,$200,6/14/18,10,Minnesota
7/26/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$265,$220,6/30/18,9.5,California
7/26/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$257,$220,6/30/18,6,California
7/26/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$270,$220,6/30/18,5,Oregon
7/26/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$270,$220,6/30/18,12,Texas
7/26/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$255,$220,6/30/18,7,New Jersey
7/26/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$260,$220,6/30/18,10,Michigan
7/26/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$238,$220,6/30/18,4,New York
7/26/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$245,$220,6/30/18,8,New Jersey
7/26/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$263,$220,6/30/18,5,New York
7/26/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$256,$220,6/30/18,9.5,Florida
7/26/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$256,$220,6/30/18,7,New York
7/26/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$291,$220,6/30/18,6.5,Oregon
7/26/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$255,$220,6/30/18,8,New York
7/26/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$264,$220,6/30/18,13,Texas
7/26/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$269,$220,6/30/18,11,California
7/26/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$258,$220,6/30/18,8,California
7/26/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$261,$220,6/30/18,10,Florida
7/26/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$243,$220,6/30/18,8,New York
7/26/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$252,$220,6/30/18,4,New York
7/26/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$250,$220,6/30/18,7.5,Maryland
7/26/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$255,$220,6/30/18,7,New York
7/26/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$257,$220,6/30/18,12,Washington
7/26/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$263,$220,6/30/18,9.5,Kentucky
