Order Date,Brand,Sneaker Name,Sale Price,Retail Price,Release Date,Shoe Size,Buyer Region
12/26/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$248,$220,4/29/17,11.5,Pennsylvania
12/26/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$296,$220,4/29/17,6.5,New York
12/26/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$238,$220,4/29/17,9,Missouri
12/26/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$239,$220,4/29/17,10,Texas
12/26/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$235,$220,4/29/17,11,Pennsylvania
12/26/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$258,$220,4/29/17,12,North Carolina
12/26/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$238,$220,4/29/17,10.5,Massachusetts
12/26/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$227,$220,4/29/17,8.5,New Jersey
12/26/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$230,$220,4/29/17,10.5,New York
12/26/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$243,$220,4/29/17,7.5,Florida
12/26/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$302,$220,4/29/17,6,New York
12/26/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$226,$220,4/29/17,8.5,Oklahoma
12/26/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$239,$220,4/29/17,8.5,New York
12/26/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$248,$220,4/29/17,7,Florida
12/26/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$305,$220,4/29/17,5,Nevada
12/26/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$238,$220,4/29/17,9,Massachusetts
12/26/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$243,$220,4/29/17,7.5,Michigan
12/26/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$222,$220,4/29/17,9,Florida
12/26/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$300,$220,4/29/17,6,Wisconsin
12/26/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Cream-White,$300,$220,4/29/17,5,New York
