Order Date,Brand,Sneaker Name,Sale Price,Retail Price,Release Date,Shoe Size,Buyer Region
11/14/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$290,$220,2/25/17,8,Georgia
11/14/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$285,$220,2/25/17,9,Delaware
11/14/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Zebra,$295,$220,2/25/17,10,California
"11/14/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,""$1,098"",$190,6/23/18,8.5,New York"
"11/14/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,""$1,099"",$190,6/23/18,8.5,New York"
11/14/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$775,$190,6/23/18,6,California
11/14/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$765,$190,6/23/18,12,California
11/14/18,Off-White,Air-Jordan-1-Retro-High-Off-White-University-Blue,$720,$190,6/23/18,13,New York
11/14/18,Off-White,Nike-Air-Force-1-Low-Off-White,$965,$170,11/1/17,11,California
11/14/18,Off-White,Nike-Air-Max-97-Off-White,$892,$190,11/1/17,10.5,California
11/14/18,Off-White,Nike-Air-Max-97-Off-White-Black,$680,$190,10/18/18,12,Georgia
11/14/18,Off-White,Nike-Air-Max-97-Off-White-Menta,$840,$190,10/18/18,11,California
11/14/18,Off-White,Nike-Air-Max-97-Off-White-Menta,$735,$190,10/18/18,8.5,Alaska
11/14/18,Off-White,Nike-Air-Max-97-Off-White-Menta,$730,$190,10/18/18,8.5,Maryland
11/14/18,Off-White,Nike-Air-Max-97-Off-White-Menta,$735,$190,10/18/18,8.5,Alaska
"11/14/18,Off-White,Nike-Air-Presto-Off-White,""$1,670"",$160,9/9/17,10,New York"
11/14/18,Off-White,Nike-Air-Presto-Off-White-Black-2018,$573,$160,7/27/18,7,Arizona
11/14/18,Off-White,Nike-Air-Presto-Off-White-Black-2018,$595,$160,7/27/18,7,New York
11/14/18,Off-White,Nike-Air-Presto-Off-White-Black-2018,$750,$160,7/27/18,9,Pennsylvania
11/14/18,Off-White,Nike-Air-Presto-Off-White-White-2018,$540,$160,8/3/18,13,Oregon
11/14/18,Off-White,Nike-Air-Presto-Off-White-White-2018,$620,$160,8/3/18,10,Illinois
11/14/18,Off-White,Nike-Air-Presto-Off-White-White-2018,$621,$160,8/3/18,9,California
11/14/18,Off-White,Nike-Air-Presto-Off-White-White-2018,$450,$160,8/3/18,7,Georgia
11/14/18,Off-White,Nike-Air-Presto-Off-White-White-2018,$590,$160,8/3/18,10,Virginia
"11/14/18,Off-White,Nike-Air-VaporMax-Off-White,""$1,185"",$250,9/9/17,12,New Jersey"
11/14/18,Off-White,Nike-Air-VaporMax-Off-White-2018,$575,$250,4/14/18,10,California
11/14/18,Off-White,Nike-Air-VaporMax-Off-White-2018,$605,$250,4/14/18,6.5,California
11/14/18,Off-White,Nike-Air-VaporMax-Off-White-2018,$576,$250,4/14/18,11,North Carolina
11/14/18,Off-White,Nike-Air-VaporMax-Off-White-Black,$550,$250,3/30/18,5,Illinois
11/14/18,Off-White,Nike-Air-VaporMax-Off-White-Black,$630,$250,3/30/18,13,California
11/14/18,Off-White,Nike-Air-VaporMax-Off-White-Black,$660,$250,3/30/18,6.5,New York
"11/14/18,Off-White,Nike-Blazer-Mid-Off-White,""$1,036"",$130,9/9/17,11,Texas"
11/14/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,$568,$130,10/3/18,10,California
11/14/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,$573,$130,10/3/18,12,Virginia
11/14/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,$587,$130,10/3/18,9.5,Florida
11/14/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,$610,$130,10/3/18,8,Florida
11/14/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,$555,$130,10/3/18,10,New York
11/14/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,$585,$130,10/3/18,4.5,Oregon
11/14/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,$576,$130,10/3/18,7.5,New York
11/14/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,$515,$130,10/3/18,6.5,New York
11/14/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,$561,$130,10/3/18,9.5,Oregon
11/14/18,Off-White,Nike-Blazer-Mid-Off-White-All-Hallows-Eve,$586,$130,10/3/18,9.5,Illinois
11/14/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,$473,$130,10/3/18,8.5,Florida
11/14/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,$475,$130,10/3/18,8.5,California
11/14/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,$475,$130,10/3/18,9,Illinois
11/14/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,$476,$130,10/3/18,11,South Carolina
11/14/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,$470,$130,10/3/18,10.5,New York
11/14/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,$456,$130,10/3/18,10,Florida
11/14/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,$477,$130,10/3/18,10.5,North Carolina
11/14/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,$477,$130,10/3/18,11,New Jersey
11/14/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,$499,$130,10/3/18,9,Massachusetts
11/14/18,Off-White,Nike-Blazer-Mid-Off-White-Grim-Reaper,$476,$130,10/3/18,11,Kansas
11/14/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,$800,$130,8/25/18,6,Washington
11/14/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,$750,$130,8/25/18,6,Hawaii
11/14/18,Off-White,Nike-Blazer-Mid-Off-White-Wolf-Grey,$750,$130,8/25/18,11,Pennsylvania
11/14/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Black,$260,$200,6/14/18,7,Florida
11/14/18,Off-White,Nike-Zoom-Fly-Mercurial-Off-White-Total-Orange,$250,$200,6/14/18,8.5,New Jersey
11/14/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$245,$220,6/30/18,10.5,Washington
11/14/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$234,$220,6/30/18,10,Alabama
11/14/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$225,$220,6/30/18,10,Tennessee
11/14/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$221,$220,6/30/18,8.5,Colorado
11/14/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$220,$220,6/30/18,8,Illinois
11/14/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$225,$220,6/30/18,11,New York
11/14/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$243,$220,6/30/18,12,Michigan
11/14/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$240,$220,6/30/18,10.5,Illinois
11/14/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$230,$220,6/30/18,4,Missouri
11/14/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$230,$220,6/30/18,4,Missouri
11/14/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$256,$220,6/30/18,13,Massachusetts
11/14/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$235,$220,6/30/18,13,Arizona
11/14/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$230,$220,6/30/18,12,Pennsylvania
11/14/18, Yeezy,adidas-Yeezy-Boost-350-V2-Butter,$208,$220,6/30/18,9,California
11/15/18, Yeezy,Adidas-Yeezy-Boost-350-Low-Pirate-Black-2016,$869,$200,2/19/16,11.5,New York
11/15/18, Yeezy,Adidas-Yeezy-Boost-350-Low-V2-Beluga,$560,$220,9/24/16,4,Arizona
11/15/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$417,$220,11/25/17,10.5,Florida
11/15/18, Yeezy,Adidas-Yeezy-Boost-350-V2-Beluga-2pt0,$379,$220,11/25/17,10,Oregon
